emp_no,first_name,last_name,dept_name,to_date
14908,Kerhong,Flanders,Production,9999-01-01
14908,Kerhong,Flanders,Development,2001-11-12
14909,Mohan,Kamble,Development,9999-01-01
14911,Xiaobin,Chelton,Production,9999-01-01
14914,Gretta,Benzaken,Development,9999-01-01
14915,Huican,Picco,Production,9999-01-01
14923,Shuzo,Gyorkos,Development,9999-01-01
14928,Satoru,Mukaidono,Human Resources,9999-01-01
14941,Nathan,Lichtner,Development,9999-01-01
14942,Heon,Benveniste,Quality Management,9999-01-01
14949,Insup,Reinhart,Production,9999-01-01
14954,Fox,Magliocco,Development,9999-01-01
14971,Fan,Simmen,Finance,9999-01-01
14983,Hyuckchul,Pouyioutas,Marketing,9999-01-01
14993,Sanjay,Koblitz,Development,9999-01-01
15005,Kiam,Sadowsky,Production,9999-01-01
15016,Woody,Gulik,Finance,9999-01-01
15018,Ramalingam,Prenel,Marketing,9999-01-01
15019,Qingxiang,Shokrollahi,Production,1991-06-16
15019,Qingxiang,Shokrollahi,Quality Management,9999-01-01
15029,Giordano,Koshino,Customer Service,9999-01-01
15030,Rasikan,Nourani,Sales,9999-01-01
15036,Ziva,Delgrande,Development,9999-01-01
15049,Khun,Waymire,Customer Service,9999-01-01
15052,Flemming,Kranzdorf,Production,9999-01-01
15055,Shrikanth,Sherertz,Research,9999-01-01
15066,Tomokazu,Oaver,Development,9999-01-01
15069,Manton,Siksek,Production,9999-01-01
15071,Ayonca,Couchot,Sales,9999-01-01
15075,Radoslaw,Rijsenbrij,Production,9999-01-01
15077,Toshiki,Taubenfeld,Production,9999-01-01
15082,Guadalupe,Zirintsis,Development,9999-01-01
15087,Chirstian,Ushiama,Production,9999-01-01
15089,Giri,Coney,Development,9999-01-01
15092,Remmert,Bahi,Customer Service,9999-01-01
15102,Luigi,Axelband,Production,9999-01-01
15105,Sudhanshu,Itzigehl,Marketing,9999-01-01
15105,Sudhanshu,Itzigehl,Sales,1991-03-31
15114,Pantung,Honglei,Development,9999-01-01
15134,Arun,Luiz,Sales,9999-01-01
15145,Haldon,Servieres,Production,9999-01-01
15151,Urs,Pouyioutas,Marketing,9999-01-01
15151,Urs,Pouyioutas,Sales,2000-06-02
15176,Charlene,Sankaranarayanan,Sales,9999-01-01
15193,Neelam,Schach,Development,9999-01-01
15196,Souichi,Duclos,Development,9999-01-01
15202,Pranay,Irland,Production,9999-01-01
15202,Pranay,Irland,Development,1990-04-28
15208,Sudharsan,Shokrollahi,Research,9999-01-01
15218,Shuky,Conry,Finance,9999-01-01
15228,Mona,Salvesen,Human Resources,9999-01-01
15230,Keiichiro,Suessmith,Development,9999-01-01
15234,Jouko,Zhiwei,Development,9999-01-01
15237,Reinhard,Sadowsky,Development,9999-01-01
15243,Mountaz,Famili,Finance,9999-01-01
15248,Edwin,Baar,Marketing,9999-01-01
15253,Ayonca,Pardalos,Production,9999-01-01
15269,Eric,Reghbati,Production,9999-01-01
15271,Shiv,Bernardeschi,Sales,9999-01-01
15292,Miyeon,Lammel,Sales,9999-01-01
15324,Ziya,Lunn,Production,9999-01-01
15329,Fan,Openshaw,Development,9999-01-01
15330,Jaroslava,Chinal,Sales,9999-01-01
15337,Masaru,Radivojevic,Quality Management,9999-01-01
15343,Chaosheng,Luce,Quality Management,9999-01-01
15354,Chikara,Nyrup,Customer Service,9999-01-01
15365,Mikhail,Schiettecatte,Development,9999-01-01
15369,Premal,Penttonen,Sales,9999-01-01
15370,Chuanyi,Nilsson,Development,1997-11-15
15370,Chuanyi,Nilsson,Research,9999-01-01
15372,Nahum,Broder,Sales,9999-01-01
15375,Shuho,Manders,Finance,9999-01-01
15377,Shugo,Aumann,Development,9999-01-01
15382,Alassane,Siegrist,Sales,9999-01-01
15392,Pradeep,Markovitch,Development,9999-01-01
15408,Maik,Penttonen,Research,9999-01-01
15410,Wilmer,Kushner,Marketing,9999-01-01
15410,Wilmer,Kushner,Sales,2002-04-15
15412,Huai,Thiria,Development,9999-01-01
15438,Constantijn,Munoz,Finance,9999-01-01
15441,Arvind,Weisert,Research,9999-01-01
15452,Kazuhira,Weedman,Development,9999-01-01
15454,Hongzue,Cesareni,Sales,9999-01-01
15470,Weiwu,Huhdanpaa,Production,9999-01-01
15474,Gilbert,Plumb,Sales,9999-01-01
15479,Zhenbing,Soicher,Production,9999-01-01
15480,Kwok,Trogemann,Development,9999-01-01
15504,Kasturi,Alpin,Development,9999-01-01
15505,Collette,Mikschl,Production,9999-01-01
15510,Inderjeet,Sethi,Development,9999-01-01
15511,George,Kowalchuk,Sales,9999-01-01
15518,Uno,Valtorta,Development,9999-01-01
15525,Masadi,Cherinka,Development,9999-01-01
15534,Guozhong,Grabner,Finance,9999-01-01
15543,Mingdong,Staelin,Production,9999-01-01
15548,Sanjai,Caine,Development,1995-06-16
15548,Sanjai,Caine,Research,9999-01-01
15563,Constantino,Zykh,Customer Service,9999-01-01
15565,True,Muchinsky,Marketing,9999-01-01
15566,Baoqiu,Azuma,Sales,9999-01-01
15600,Mack,Perna,Production,9999-01-01
15601,Carrsten,Anily,Sales,9999-01-01
15651,Huan,Iwayama,Production,9999-01-01
15656,Mohammad,Schaaf,Marketing,9999-01-01
15682,Hiroyasu,Przulj,Quality Management,9999-01-01
15687,Dekang,Ambroszkiewicz,Finance,9999-01-01
15703,Chenye,Hanratty,Development,9999-01-01
15708,Reuven,Kushnir,Sales,9999-01-01
15714,Troy,Bala,Production,9999-01-01
15715,Insup,Ibel,Marketing,9999-01-01
15715,Insup,Ibel,Sales,2002-01-15
15726,Zhilian,Parascandalo,Marketing,9999-01-01
15739,Poorav,Bahr,Development,9999-01-01
15740,Stepehn,Pocchiola,Sales,9999-01-01
15750,Arumugam,Bresenham,Production,9999-01-01
15765,Tonny,Taubenfeld,Development,9999-01-01
15767,Baocai,Broomell,Production,9999-01-01
15769,Pranay,Oskamp,Marketing,9999-01-01
15788,Taegyun,Deyuan,Production,9999-01-01
15799,Manton,Gelosh,Sales,9999-01-01
15809,Mingsen,Antonisse,Finance,9999-01-01
15819,Magdalena,Rajcani,Marketing,9999-01-01
15819,Magdalena,Rajcani,Sales,1999-07-14
15821,Aleksander,Antonakopoulos,Development,9999-01-01
15846,Bowen,Litecky,Production,9999-01-01
15861,Gio,Anido,Marketing,9999-01-01
15866,Angel,Seiwald,Production,9999-01-01
15866,Angel,Seiwald,Quality Management,1987-03-19
15869,Guoxiang,Bala,Production,9999-01-01
15876,Munehiro,Vakili,Development,9999-01-01
15877,Yannik,Kroll,Production,9999-01-01
15880,Miquel,Dechter,Production,9999-01-01
15889,Sasan,Azumi,Development,9999-01-01
15892,Lunjin,Pettis,Production,9999-01-01
15901,Marsja,Fargier,Production,1988-03-04
15901,Marsja,Fargier,Quality Management,9999-01-01
15902,Kazuhide,Stille,Research,9999-01-01
15905,DeForest,Petersohn,Production,9999-01-01
15911,Shaibal,Viele,Production,1993-12-20
15911,Shaibal,Viele,Customer Service,9999-01-01
15934,Kensyu,Shinomoto,Production,9999-01-01
15938,Garnik,Covnot,Sales,9999-01-01
15942,Murthy,Rosca,Production,9999-01-01
15943,Yakkov,Demke,Production,2000-12-16
15943,Yakkov,Demke,Quality Management,9999-01-01
15945,Hauke,Larfeldt,Production,9999-01-01
15948,Karoline,Versino,Development,9999-01-01
15955,Yuguang,Dratva,Production,9999-01-01
15971,Arumugam,Aloia,Development,9999-01-01
15977,King,Ballarin,Research,9999-01-01
15978,Kaijung,Wielonsky,Production,9999-01-01
15978,Kaijung,Wielonsky,Quality Management,1997-09-07
15993,Yoshimitsu,Peir,Development,9999-01-01
16000,Marek,Demos,Production,9999-01-01
16018,Boutros,Papadias,Production,9999-01-01
16019,Chaoyi,Heystek,Development,1986-10-12
16019,Chaoyi,Heystek,Research,9999-01-01
16025,Doowon,Luce,Development,9999-01-01
16028,JiYoung,Takkinen,Production,9999-01-01
16033,Wayne,Spelt,Finance,9999-01-01
16052,Maria,Rodham,Development,9999-01-01
16066,Marsha,Penn,Sales,9999-01-01
16068,Leandro,Zongker,Finance,9999-01-01
16076,Marko,Ebeling,Development,9999-01-01
16077,Kannan,Heemskerk,Development,9999-01-01
16086,Mohammad,Denos,Development,9999-01-01
16094,Berto,Rosar,Development,9999-01-01
16099,Mohan,Ferretti,Human Resources,9999-01-01
16126,Tse,Crabtree,Customer Service,9999-01-01
16130,Kerryn,Belinskaya,Development,9999-01-01
16134,Annemarie,Chaudhuri,Development,9999-01-01
16138,Leucio,Krzyzanowski,Marketing,9999-01-01
16154,Monique,Docker,Quality Management,9999-01-01
16185,Marin,Winter,Development,9999-01-01
16192,Leandro,Sigstam,Production,1999-06-13
16192,Leandro,Sigstam,Customer Service,9999-01-01
16201,Krassimir,Olano,Development,9999-01-01
16227,Hitomi,Vural,Production,9999-01-01
16229,Ronnie,Lanzelotte,Customer Service,9999-01-01
16230,Ung,Babu,Production,9999-01-01
16230,Ung,Babu,Customer Service,1996-05-25
16233,Sushant,Baba,Sales,9999-01-01
16234,Jacopo,Basart,Customer Service,9999-01-01
16246,Makato,Masaki,Production,9999-01-01
16252,Carrsten,Mattern,Production,9999-01-01
16266,Mikhail,Sethi,Sales,9999-01-01
16272,Shuho,Zeleznik,Development,2002-04-05
16272,Shuho,Zeleznik,Research,9999-01-01
16274,Sadun,Navazio,Finance,9999-01-01
16324,Billie,Bazzichi,Human Resources,9999-01-01
16337,Hironoby,Schaad,Production,9999-01-01
16341,Boutros,Fendler,Research,9999-01-01
16355,Nikolaos,Luca,Sales,9999-01-01
16364,Yifei,Gini,Sales,9999-01-01
16365,Janalee,Mellouli,Research,9999-01-01
16377,Duri,Stanger,Production,9999-01-01
16380,Zhilian,Chleq,Customer Service,9999-01-01
16382,Chaoyi,Talmon,Production,9999-01-01
16383,Lidong,Czap,Production,9999-01-01
16388,Subhankar,Georgatos,Customer Service,9999-01-01
16397,Shimshon,Cusworth,Finance,9999-01-01
16398,Limsoon,Krzyzanowski,Sales,9999-01-01
16399,Apostol,Collette,Sales,2000-08-24
16399,Apostol,Collette,Customer Service,9999-01-01
16404,Rafols,Rabehasaina,Production,9999-01-01
16412,Moss,Tokunaga,Production,9999-01-01
16425,Idoia,Beerel,Production,9999-01-01
16438,Abdulla,Demeyer,Production,9999-01-01
16446,Jouko,Chinin,Sales,9999-01-01
16447,Zhiguo,Savasere,Production,9999-01-01
16447,Zhiguo,Savasere,Development,2000-11-06
16448,Tsvetan,Zwicker,Development,9999-01-01
16453,Goncalo,Basart,Human Resources,9999-01-01
16471,Bogdan,Birta,Research,9999-01-01
16479,Jixiang,Eiter,Finance,9999-01-01
16486,Sanjay,Perin,Research,9999-01-01
16487,Arunas,Yemenis,Sales,9999-01-01
16490,Muzhong,Thiria,Sales,9999-01-01
16491,Emdad,Radwan,Customer Service,9999-01-01
16504,Mong,Cromarty,Development,9999-01-01
16510,Mototsugu,Vecchio,Customer Service,9999-01-01
16537,Weidon,Seiwald,Development,9999-01-01
16539,Gretta,Fetvedt,Production,9999-01-01
16546,Sangeeta,Lanphier,Development,9999-01-01
16549,Olivera,Thibadeau,Finance,9999-01-01
16551,Sadegh,Ranon,Development,2001-08-21
16551,Sadegh,Ranon,Research,9999-01-01
16556,Mostafa,Hiltgen,Development,9999-01-01
16567,Hein,Senzako,Customer Service,9999-01-01
16570,Uta,Matzen,Production,9999-01-01
16580,Masaru,Valiente,Quality Management,9999-01-01
16607,Vishwani,Honglei,Sales,9999-01-01
16619,Arvind,Boguraev,Development,9999-01-01
16657,Yongdong,Heyers,Production,9999-01-01
16658,Florian,Soicher,Research,9999-01-01
16672,Georgi,Peris,Sales,9999-01-01
16674,Duke,Takanami,Development,9999-01-01
16679,Domenick,Cummings,Development,2001-02-10
16679,Domenick,Cummings,Research,9999-01-01
16683,Hatem,Ghandeharizadeh,Production,9999-01-01
16716,Ramachenga,Zumaque,Development,9999-01-01
16719,Sasan,Benantar,Human Resources,9999-01-01
16723,Mohd,Randt,Customer Service,9999-01-01
16729,Kirk,Broomell,Finance,9999-01-01
16731,Domenico,Versino,Development,9999-01-01
16759,Vojin,Masaki,Development,1998-02-23
16759,Vojin,Masaki,Research,9999-01-01
16799,Shigeichiro,Bamford,Development,9999-01-01
16801,Gila,Strooper,Development,9999-01-01
16803,Ziva,Rohrbach,Development,9999-01-01
16806,Sreekrishna,Dayana,Sales,1996-02-12
16806,Sreekrishna,Dayana,Customer Service,9999-01-01
16808,Kiyokazu,Katiyar,Sales,9999-01-01
16851,Leon,Stasinski,Human Resources,9999-01-01
16852,Yefim,Fontet,Production,1988-02-23
16852,Yefim,Fontet,Customer Service,9999-01-01
16862,JiYoung,Eppinger,Production,1992-09-30
16862,JiYoung,Eppinger,Customer Service,9999-01-01
16864,Candido,Gecsel,Production,9999-01-01
16869,Yakkov,Huttel,Research,9999-01-01
16871,Munir,Stiles,Production,9999-01-01
16875,Nikolaos,Radhakrishnan,Development,9999-01-01
16880,Honesty,Bresenham,Production,9999-01-01
16897,Charlene,Ebeling,Quality Management,9999-01-01
16910,Kazunori,Botman,Development,1990-10-03
16910,Kazunori,Botman,Research,9999-01-01
16919,Tesuya,Yurov,Production,9999-01-01
16921,Evgueni,Yeung,Sales,9999-01-01
16954,Akhilish,Apsitis,Marketing,9999-01-01
16955,Sangeeta,Marrakchi,Research,9999-01-01
16969,Sanjit,Braccini,Development,9999-01-01
16986,Hirochika,Gecseg,Production,9999-01-01
16988,Xiong,Peron,Finance,9999-01-01
16993,Hongzue,Dahlbom,Sales,9999-01-01
16999,Bezalel,Sadowsky,Production,9999-01-01
16999,Bezalel,Sadowsky,Research,1999-04-13
17012,Valdiodio,Petereit,Development,9999-01-01
17018,Berhard,Tasistro,Development,9999-01-01
17024,Ewing,Siepmann,Production,9999-01-01
17041,Nishit,Montemayor,Customer Service,9999-01-01
17046,Fay,Kornyak,Development,9999-01-01
17048,Christoph,Murthy,Quality Management,9999-01-01
17055,Marin,Wixon,Development,9999-01-01
17063,Anoosh,Thiran,Sales,9999-01-01
17066,Heping,Ruther,Development,9999-01-01
17068,Bodh,Gopalakrishnan,Development,1995-04-14
17068,Bodh,Gopalakrishnan,Research,9999-01-01
17072,Richara,Bala,Customer Service,9999-01-01
17076,Gudjon,Hitomi,Production,1990-05-16
17076,Gudjon,Hitomi,Quality Management,9999-01-01
17078,Gill,Hinsberger,Customer Service,9999-01-01
17081,Weiru,Murtafg,Quality Management,9999-01-01
17089,Rafail,Erman,Sales,9999-01-01
17098,Xuedong,Gelosh,Development,9999-01-01
17101,Sandeepan,Compeau,Development,9999-01-01
17102,Radhika,Garnick,Sales,9999-01-01
17103,Takahiro,Feldmann,Development,1996-05-21
17103,Takahiro,Feldmann,Research,9999-01-01
17120,Yifei,Polupanov,Human Resources,9999-01-01
17125,Akhilish,Zweizig,Quality Management,9999-01-01
17126,Matk,Schapire,Customer Service,9999-01-01
17143,Ziyad,Munke,Production,9999-01-01
17146,Aemilian,Barbanera,Sales,9999-01-01
17158,Danai,Vecchio,Production,1999-10-24
17158,Danai,Vecchio,Customer Service,9999-01-01
17159,Quingbo,Mitchem,Development,9999-01-01
17160,Shay,Montemayor,Production,9999-01-01
17163,Yurii,Papsdorf,Development,9999-01-01
17199,Vasilis,Guardalben,Research,9999-01-01
17215,Junichi,Langford,Production,9999-01-01
17220,Lorien,Panwar,Production,9999-01-01
17222,Leen,Muchinsky,Development,9999-01-01
17235,Ronnie,Rissanen,Development,9999-01-01
17236,Matk,Merro,Production,9999-01-01
17245,Neven,Milicia,Sales,9999-01-01
17260,Abdulah,Famili,Development,9999-01-01
17277,Arnd,Hopewell,Development,9999-01-01
17280,Xuejia,Merle,Production,9999-01-01
17285,Mario,Weiland,Finance,9999-01-01
17294,Shrikanth,Pietrzykowski,Quality Management,9999-01-01
17326,Arumugam,Ramsay,Development,9999-01-01
17327,Yongmin,Gihr,Marketing,9999-01-01
17329,Shaunak,Tyugu,Development,1999-03-14
17329,Shaunak,Tyugu,Research,9999-01-01
17336,Shigenori,Chaudhuri,Production,9999-01-01
17339,Fan,Mullainathan,Production,9999-01-01
17339,Fan,Mullainathan,Development,2001-02-18
17340,Yurii,Brookman,Finance,9999-01-01
17352,Muneo,Katiyar,Sales,9999-01-01
17355,Mingzeng,Weisert,Development,9999-01-01
17384,Youngkon,Nooteboom,Research,9999-01-01
17387,Shir,Serra,Marketing,9999-01-01
17396,Valeri,Henders,Production,9999-01-01
17397,Kenroku,Hardjono,Quality Management,9999-01-01
17412,Leni,Vilarrasa,Customer Service,9999-01-01
17436,Chirstian,Munawer,Sales,9999-01-01
17448,Makato,Belinskaya,Production,9999-01-01
17448,Makato,Belinskaya,Development,1992-06-20
17468,Abdelghani,Irland,Sales,9999-01-01
17470,Genevieve,Lichtner,Production,9999-01-01
17472,Murthy,Verhoeff,Marketing,9999-01-01
17487,Gully,Staudhammer,Development,9999-01-01
17489,Karlis,Vigier,Human Resources,9999-01-01
17500,Jinya,Bratsberg,Production,9999-01-01
17505,Gunilla,Moffat,Production,9999-01-01
17512,Frederique,Hofmeyr,Production,9999-01-01
17512,Frederique,Hofmeyr,Development,2000-10-27
17520,Shahab,Keohane,Development,9999-01-01
17539,Cathie,Uhrik,Development,9999-01-01
17544,Kien,Marletta,Production,9999-01-01
17552,Pradeep,Neiman,Finance,9999-01-01
17556,Makato,Tsukuda,Finance,9999-01-01
17559,Annemarie,Papastamatiou,Development,2002-03-31
17559,Annemarie,Papastamatiou,Research,9999-01-01
17573,Berthier,Deverell,Sales,9999-01-01
17576,Behnaam,Krybus,Quality Management,9999-01-01
17582,Kauko,Spieker,Development,9999-01-01
17584,Emdad,Coorg,Human Resources,9999-01-01
17586,Lein,Halevi,Customer Service,9999-01-01
17629,Mostafa,Winter,Sales,9999-01-01
17647,Vasilis,Swab,Sales,9999-01-01
17657,Thanasis,Zucker,Production,9999-01-01
17674,Adib,Braccini,Development,9999-01-01
17677,Mingdong,Ramalingam,Development,9999-01-01
17683,Bernt,Henders,Marketing,9999-01-01
17683,Bernt,Henders,Sales,2000-08-25
17688,Faiza,Cincotta,Production,9999-01-01
17696,Feiyu,Kusalik,Production,9999-01-01
17699,Radhia,Heping,Development,9999-01-01
17704,Vatsa,Broomell,Research,9999-01-01
17705,Toshimo,Mellouli,Production,9999-01-01
17711,Owen,Katiyar,Development,9999-01-01
17716,Josyula,Vitiello,Quality Management,9999-01-01
17728,Tsuneo,Lienhardt,Research,9999-01-01
17742,Tru,Cappelletti,Research,9999-01-01
17745,Hatem,Schreiter,Development,9999-01-01
17778,Chirstian,Matzov,Customer Service,9999-01-01
17791,Matt,Stifter,Sales,9999-01-01
17798,Guangming,Suessmith,Marketing,9999-01-01
17807,Jianhua,Glowinski,Production,9999-01-01
17815,Shuji,Wissmann,Development,9999-01-01
17816,Toshimo,Kenevan,Production,9999-01-01
17834,Zhilian,Fiutem,Development,9999-01-01
17840,Tonny,Sherertz,Development,9999-01-01
17841,Hilary,Ramaiah,Production,9999-01-01
17849,Mandell,Varker,Human Resources,9999-01-01
17869,Xiaocheng,Prochazka,Production,9999-01-01
17869,Xiaocheng,Prochazka,Development,1998-06-12
17871,Ebbe,Hedayat,Quality Management,9999-01-01
17874,Rutger,Minakawa,Sales,9999-01-01
17891,Isaac,Luiz,Development,9999-01-01
17900,Sakthirel,Belinskaya,Development,9999-01-01
17907,Kotesh,Bernini,Finance,9999-01-01
17916,Sukumar,Morrin,Development,9999-01-01
17925,Adamantios,Baezner,Quality Management,9999-01-01
17973,Sanjit,Beidas,Development,9999-01-01
17973,Sanjit,Beidas,Quality Management,1999-09-22
17986,Oguz,Angelopoulos,Sales,9999-01-01
17995,Oldrich,Vickson,Customer Service,9999-01-01
18006,Vidya,Hanabata,Sales,1997-01-20
18006,Vidya,Hanabata,Customer Service,9999-01-01
18013,Jiong,Shanbhogue,Development,9999-01-01
18016,Somnath,Kaminger,Sales,9999-01-01
18018,Sasan,Schrooten,Sales,9999-01-01
18020,Adhemar,Pelz,Research,9999-01-01
18030,Jasminko,Brookner,Production,9999-01-01
18065,Chriss,Wroclawski,Sales,9999-01-01
18075,Lein,Goodrum,Quality Management,9999-01-01
18080,Satyanarayana,Rosar,Production,9999-01-01
18080,Satyanarayana,Rosar,Development,1995-05-11
18099,Kazuhiko,Fendler,Development,9999-01-01
18108,Sanjai,Genin,Sales,9999-01-01
18123,Kristinn,Hitomi,Customer Service,9999-01-01
18130,Claudi,Cairo,Research,9999-01-01
18134,Ult,Pesch,Development,9999-01-01
18138,Moni,Baezner,Development,9999-01-01
18138,Moni,Baezner,Research,2000-03-10
18155,Dayanand,Danlos,Production,9999-01-01
18181,Gregory,Beerel,Customer Service,9999-01-01
18208,Demin,Irland,Human Resources,9999-01-01
18210,Mabo,Radhakrishnan,Development,9999-01-01
18212,Constantino,Journel,Customer Service,9999-01-01
18223,Gully,Mitchem,Production,9999-01-01
18223,Gully,Mitchem,Research,1990-08-26
18237,Limsoon,Tramer,Production,9999-01-01
18242,Shichao,Demian,Production,9999-01-01
18251,Alair,Panangaden,Research,9999-01-01
18261,Shridhar,Baak,Development,9999-01-01
18274,Yefim,Karnin,Sales,9999-01-01
18297,Guther,Nastansky,Sales,9999-01-01
18310,Ioana,Dalton,Development,9999-01-01
18316,Hongzue,Msuda,Development,9999-01-01
18322,Tonia,Lueh,Production,9999-01-01
18323,Oddvar,Tiemann,Development,9999-01-01
18323,Oddvar,Tiemann,Quality Management,1994-01-25
18333,Munehiro,Plesums,Production,9999-01-01
18375,Gian,Debuse,Human Resources,9999-01-01
18376,Wayne,Stranks,Production,9999-01-01
18382,Remko,Mattern,Development,9999-01-01
18393,Wuxu,Aseltine,Production,9999-01-01
18401,Vidya,Itzfeldt,Sales,9999-01-01
18402,Bernice,Ritzmann,Customer Service,9999-01-01
18427,Kiyomitsu,Qiwen,Finance,9999-01-01
18438,Chiradeep,Iacovou,Quality Management,9999-01-01
18443,Florina,Swick,Sales,9999-01-01
18448,Rosine,Bazelow,Development,9999-01-01
18450,Takahito,Hoppenstand,Finance,9999-01-01
18454,Eric,Anido,Sales,9999-01-01
18459,Shuzo,Kavanagh,Customer Service,9999-01-01
18468,Kirk,Cunliffe,Development,9999-01-01
18478,Mitsuyuki,Stranks,Production,9999-01-01
18503,Mechthild,Marletta,Production,9999-01-01
18511,Pascal,Marzano,Development,9999-01-01
18532,Joydip,Onuegbe,Finance,9999-01-01
18542,Tiina,Anido,Development,9999-01-01
18547,Gladys,Sankaranarayanan,Production,9999-01-01
18571,Xinglin,Flowers,Development,9999-01-01
18573,Zongyan,Baca,Finance,9999-01-01
18580,Mabo,Bamford,Production,9999-01-01
18581,Mitsuyuki,Ranai,Sales,1993-02-02
18581,Mitsuyuki,Ranai,Customer Service,9999-01-01
18663,Rafols,Sridhar,Production,9999-01-01
18664,Itzchak,Akaboshi,Sales,9999-01-01
18666,Hitofumi,Baja,Development,9999-01-01
